Title,Plot,Released,Genre,Main_Genre,IMDb_Rating,Year,Director,Actors,IMDb_ID
"Where the Devil Can't Go, He Sends a Woman",Poland in the 80's was a country ruled by crisis and a sense of hopelessness. Only few knew how to turn crisis into a business. It was a golden time for them. How did they operate in a country where almost everything was forbidden?,14 Oct 2022,"Comedy, Drama",Drama,N/A,2022,Heathcliff Janusz Iwanowski,"Sebastian Stankiewicz, Malgorzata Kozuchowska, Agnieszka Wiedlocha",tt15019036
Carved: The Slit-Mouthed Woman,"A suburban town in Japan is the victim of what is supposedly just an urban legend, a woman's spirit with a horribly disfigured face who is intent on kidnapping children for unknown reasons.",17 Mar 2007,"Drama, Horror, Thriller",Drama,5.4,2007,Kôji Shiraishi,"Eriko Satô, Haruhiko Katô, Chiharu Kawai",tt0891520
I Am Woman,The story of 1970s musician and activist Helen Reddy.,11 Sep 2020,"Biography, Drama, Music",Drama,6.6,2019,Unjoo Moon,"Evan Peters, Danielle Macdonald, Chris Parnell",tt9185316
A Gentle Woman,"A young woman kills herself, leaving no explanation to her grief-stricken pawnbroker husband. We learn in flashback about how they met, married, and how she failed to adapt her lifestyle to his. Disgusted with his attempts to domi...",27 May 1971,"Drama, Romance",Drama,7.4,1969,Robert Bresson,"Dominique Sanda, Guy Frangin, Jeanne Lobre",tt0065152
Just Like a Woman,"Two women get on the highway heading to Santa Fe. Marilyn dreams of winning a contest held by a famous belly dancing company, while her friend, Mona, has a secret: she's a fugitive from justice - accused of her mother-in-law's death.",05 Jul 2013,Drama,Drama,5.5,2012,Rachid Bouchareb,"Sienna Miller, Golshifteh Farahani, Bahar Soomekh",tt1855236
Woman of Straw,"Tyrannical, but ailing, tycoon Charles Richmond becomes very fond of his attractive Italian nurse, Maria. The nurse, in turn, falls in love with Charles' ne'er-do-well nephew Anthony, who plots ways to gain control of his uncle's ...",25 Aug 1964,"Crime, Drama, Thriller",Drama,6.8,1964,Basil Dearden,"Gina Lollobrigida, Sean Connery, Ralph Richardson",tt0058754
Laaga Chunari Mein Daag: Journey of a Woman,A small town girl lands in big bad Mumbai to earn an honest living but faces a confrontation she would've never dreamt of in her wildest dreams.,12 Oct 2007,"Drama, Family, Romance",Drama,5.4,2007,Pradeep Sarkar,"Rani Mukerji, Jaya Bachchan, Konkona Sen Sharma",tt0985636
A Regular Woman,"Aynur, a German woman of Kurdish-Turkish descent, struggles for a free, self-determined life in the face of her family's opposition. Her brothers insult and threaten her until she finally reports her oldest brother to the police.",09 May 2019,"Crime, Drama",Drama,7.6,2019,Sherry Hormann,"Almila Bagriacik, Rauand Taleb, Merve Aksoy",tt9248340
The Woman on the Beach,A Coast Guardsman suffering from Post-Traumatic Stress Disorder becomes involved with a beautiful and enigmatic seductress married to a blind painter.,01 Jul 1947,"Crime, Drama, Film-Noir",Drama,6.4,1947,Jean Renoir,"Joan Bennett, Robert Ryan, Charles Bickford",tt0040000
Kept Woman,"A woman and her fiancé move to the suburbs, after being robbed. She becomes friendly with the mysterious man next door, who she begins to suspect is hiding a dangerous secret.",28 Feb 2015,"Drama, Mystery, Thriller",Drama,6.3,2015,Michel Poulette,"Courtney Ford, Shaun Benson, Andrew W. Walker",tt3881700
A Horrible Woman,"When Rasmus meets Marie, he is certain that she is the love of his life. However, it doesn't take long before it turns out she is a possessive and manipulative being, that cunningly dissects Rasmus to pieces.",25 Dec 2017,"Drama, Romance",Drama,6.6,2017,Christian Tafdrup,"Anders Juul, Amanda Collin, Rasmus Hammerich",tt6286796
The Insect Woman,"Life story of a woman born in poverty trying to succeed. Through her many schemes, she faces her ups and downs in a cyclical nature, fueled mostly by self-interest.",16 Nov 1963,Drama,Drama,7.4,1963,Shôhei Imamura,"Seizaburô Kawazu, Kazuo Kitamura, Tanie Kitabayashi",tt0057363
"Where the Devil Can't Go, He Sends a Woman 2","The story of Polish fortunes, how were state-owned companies privatized, garnering millions into private pockets? Can business friends continue to trust each other when even more money is at stake? Who was pulling the strings in P...",20 Jan 2023,"Comedy, Crime, Drama",Drama,N/A,2023,Heathcliff Janusz Iwanowski,"Malgorzata Kozuchowska, Agnieszka Wiedlocha, Dominika Gwit",tt20100884
The Strange Woman,In 1820s New England beautiful but poor and manipulative Jenny Hager marries rich old man Isaiah Poster but also seduces his son and his company foreman.,25 Oct 1946,"Drama, Romance, Thriller",Drama,6.5,1946,"Edgar G. Ulmer, Douglas Sirk","Hedy Lamarr, George Sanders, Louis Hayward",tt0038990
The Miracle Woman,"After an unappreciated minister dies, his daughter loses her faith in God, prompting her to open a phony temple with a con man. Can the love of a blind aviator restore her faith and happiness?",20 Jul 1931,"Drama, Romance",Drama,7.2,1931,Frank Capra,"Barbara Stanwyck, David Manners, Sam Hardy",tt0022153
Last Woman on Earth,"Ev, her husband Harold, and their friend Martin go scuba diving while on vacation in Puerto Rico. When they surface, they find that everyone on the island has died.",05 Aug 1960,"Drama, Horror, Mystery",Drama,4.8,1960,Roger Corman,"Betsy Jones-Moreland, Antony Carbone, Robert Towne",tt0054017
And God Created Woman,"Aspiring and incarcerated rock singer, Robin Shea (Rebecca De Mornay) seduces hardworking carpenter Billy Moran (Vincent Spano). Robin marries Billy to get out of jail, but Robin's concerns are on politician James Tiernan (Frank L...",04 Mar 1988,"Comedy, Drama, Romance",Drama,4.4,1988,Roger Vadim,"Rebecca De Mornay, Vincent Spano, Frank Langella",tt0092559
Gone with the Woman,A woman moves into a young man's home and starts to run his life -- a process that makes him fall hopelessly in love with her.,07 Sep 2007,"Comedy, Drama, Romance",Drama,6.6,2007,Petter Næss,"Trond Fausa, Marian Saastad Ottesen, Peter Stormare",tt0780621
A Man and a Woman,"Two strangers at a children's camp pickup area in Helsinki feel a spark of mutual attraction. As their kids depart, an unexpected connection blossoms.",25 Feb 2016,"Drama, Romance",Drama,6.7,2016,Yoon-ki Lee,"Gong Yoo, Park Byeong-eun, Jeon Do-yeon",tt5700648
A Dangerous Woman,"Martha Horgan, a naive woman with an intellectual impairment who lives with her aunt Frances in a small town, is known for always telling truth.",03 Dec 1993,"Drama, Romance",Drama,5.7,1993,Stephen Gyllenhaal,"Debra Winger, Barbara Hershey, Gabriel Byrne",tt0106661
Woman Times Seven,Seven portraits of different types of women.,10 Oct 1967,"Comedy, Drama",Drama,5.8,1967,Vittorio De Sica,"Shirley MacLaine, Peter Sellers, Elspeth March",tt0062502
How to Please a Woman,"When her all-male house-cleaning business gets out of control, a mature woman must embrace her own sexuality, if she is to make a new life for herself.",22 Jul 2022,Drama,Drama,6.2,2022,Renée Webster,"Sally Phillips, Hayley McElhinney, Caroline Brazier",tt10530838
And the Woman Shall Fear Her Husband,An unmarried couple in the strict Greek society of the 60s.,18 Jan 1965,"Comedy, Drama",Drama,7.8,1965,Giorgos Tzavellas,"Maro Kodou, Giorgos Konstadinou, Despo Diamantidou",tt0180749
The Day I Became a Woman,A film comprised of three interconnected vignettes that depict women at three stages of life in Iran. The first part centers on a young girl on her ninth birthday who is told that she can no longer play with the boys she had been ...,08 Mar 2001,"Comedy, Drama",Drama,7.3,2000,Marzieh Makhmalbaf,"Fatemeh Cherag Akhar, Hassan Nebhan, Shahr Banou Sisizadeh",tt0260332
The Other Woman,A man fantasizes about his best friend's new girlfriend. He is willing to throw caution to the wind to fulfill his wildest dreams.,25 Apr 2018,"Comedy, Drama, Romance",Drama,5.4,2018,Daniel Auteuil,"Sandrine Kiberlain, Adriana Ugarte, Gérard Depardieu",tt7654872
Woman Is the Future of Man,"Two college friends get together and reminisce on the woman they both fell in love with at different times in their past, and are thus propelled to find her.",14 May 2004,Drama,Drama,6.4,2004,Hong Sang-soo,"Yoo Ji-tae, Kim Tae-woo, Sung Hyun-ah",tt0403692
The Public Woman,"An inexperienced young actress is invited to play a role in a film based on Dostoyevsky's 'The Possessed'. The film director, a Czech immigrant in Paris, takes over her life, and in a short time she is unable to draw the line betw...",16 May 1984,Drama,Drama,6.4,1984,Andrzej Zulawski,"Francis Huster, Valérie Kaprisky, Lambert Wilson",tt0087250
Woman in Chains,"Stanislas Hassler blazes the development of modern art in his gallery, packed with works of surprising shapes, colours and textures, and where exhibitions turn into media events. Gilbert Moreau is one of the artists whose sculptur...",20 Nov 1968,Drama,Drama,7.1,1968,Henri-Georges Clouzot,"Laurent Terzieff, Elisabeth Wiener, Bernard Fresson",tt0063458
The Woman in White,"A ghostly woman warns a beautiful Victorian heiress about a count, and a strange spell haunts a mansion and its inhabitants in an adaptation of Wilkie Collins' novel.",15 May 1948,"Drama, Mystery, Romance",Drama,6.6,1948,Peter Godfrey,"Alexis Smith, Eleanor Parker, Sydney Greenstreet",tt0040974
A Woman of Affairs,"When two childhood sweethearts are kept from marrying, misery ensues.",15 Dec 1928,Drama,Drama,7.1,1928,Clarence Brown,"Greta Garbo, John Gilbert, Lewis Stone",tt0019591
That Certain Woman,"Mary Donnell, a young legal secretary with a past, elopes with a client's son, but his father has the marriage annulled without knowing she's pregnant.",18 Sep 1937,"Drama, Romance",Drama,6.4,1937,Edmund Goulding,"Bette Davis, Henry Fonda, Anita Louise",tt0029650
Smash-Up: The Story of a Woman,"A successful nightclub singer weds a struggling songwriter, but when his fame eclipses hers, she delves into alcoholism.",01 Mar 1947,"Comedy, Crime, Drama",Drama,6.3,1947,Stuart Heisler,"Susan Hayward, Lee Bowman, Marsha Hunt",tt0039840
The Woman Who Left,"After 30 years of wrongful imprisonment, a woman plans to take revenge on her former lover.",28 Sep 2016,Drama,Drama,7.2,2016,Lav Diaz,"Charo Santos-Concio, John Lloyd Cruz, Michael De Mesa",tt5843990
Woman in Hiding,"After her father is killed in an accident, mill heiress Deborah Chandler marries the plant manager, Selden Clark, but his motives are suspicious.",06 Jan 1950,"Crime, Drama, Film-Noir",Drama,6.9,1950,Michael Gordon,"Ida Lupino, Stephen McNally, Howard Duff",tt0042052
The Woman with a Broken Nose,"The act of a woman with a broken nose, who suddenly jumps out of a taxi and throws herself off the bridge in Belgrade, connects the lives of three witnesses. The suicide attempt becomes the existential catalyst to the misanthropis...",21 Jul 2011,"Comedy, Drama, Romance",Drama,6.8,2010,Srdjan Koljevic,"Nebojsa Glogovac, Nada Sargin, Anica Dobra",tt1324061
That Forsyte Woman,"Love among the Forsytes is strange, full of tradition, melancholy and gold digging in this film treatise on Victorian-age rigidity and vestiges of a flawed society.",03 Nov 1949,"Drama, Romance",Drama,6.6,1949,Compton Bennett,"Errol Flynn, Greer Garson, Walter Pidgeon",tt0041955
Simone: Woman of the Century,"Explores the life of Simone Veil -- the famous French figure who survived the Holocaust and went on to become a leading politician, human rights campaigner, and feminist -- through a series of non-chronological memories",12 Oct 2022,"Biography, Drama, History",Drama,6.8,2022,Olivier Dahan,"Elsa Zylberstein, Rebecca Marder, Élodie Bouchez",tt13389730
The Last Woman,Gerard and his 9-month-old son have been left by his wife for feminist reasons. The custody of his son is being threatened by his next romance.,21 Apr 1976,Drama,Drama,6.4,1976,Marco Ferreri,"Gérard Depardieu, Ornella Muti, Michel Piccoli",tt0075364
The Invisible Man,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",28 Feb 2020,"Drama, Horror, Mystery",Horror,7.1,2020,Leigh Whannell,"Elisabeth Moss, Oliver Jackson-Cohen, Harriet Dyer",tt1051906
Hollow Man,"A brilliant scientist's discovery renders him invisible, but transforms him into an omnipotent, dangerous megalomaniac.",04 Aug 2000,"Action, Horror, Sci-Fi",Horror,5.9,2000,Paul Verhoeven,"Kevin Bacon, Elisabeth Shue, Josh Brolin",tt0164052
The Wicker Man,"A puritan police sergeant arrives in a Scottish island village in search of a missing girl, who the pagan locals claim never existed.",07 Aug 1974,"Horror, Mystery, Thriller",Horror,7.5,1973,Robin Hardy,"Edward Woodward, Christopher Lee, Diane Cilento",tt0070917
The Wicker Man,"A sheriff investigating the disappearance of a young girl from a small island discovers there's a larger mystery to solve among the island's secretive, neo-pagan community.",01 Sep 2006,"Horror, Mystery, Thriller",Horror,3.8,2006,Neil LaBute,"Nicolas Cage, Ellen Burstyn, Leelee Sobieski",tt0450345
The Empty Man,"On the trail of a missing girl, an ex-cop comes across a secretive group attempting to summon a terrifying supernatural entity.",23 Oct 2020,"Drama, Horror, Mystery",Horror,6.2,2020,David Prior,"James Badge Dale, Marin Ireland, Sasha Frolova",tt5867314
The Tall Man,"When her child goes missing, a mother looks to unravel the legend of the Tall Man, an entity who allegedly abducts children.",05 Sep 2012,"Crime, Drama, Horror",Horror,5.9,2012,Pascal Laugier,"Jessica Biel, Jodelle Ferland, William B. Davis",tt1658837
The Invisible Man,"A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane.",13 Nov 1933,"Horror, Sci-Fi",Horror,7.6,1933,James Whale,"Claude Rains, Gloria Stuart, William Harrigan",tt0024184
Slender Man,"In a small town in Massachusetts, a group of friends, fascinated by the internet lore of the Slender Man, attempt to prove that he doesn't actually exist - until one of them mysteriously goes missing.",10 Aug 2018,"Horror, Mystery, Thriller",Horror,3.3,2018,Sylvain White,"Joey King, Julia Goldani Telles, Jaz Sinclair",tt5690360
The Lawnmower Man,A simple man is turned into a genius through the application of computer science.,06 Mar 1992,"Horror, Sci-Fi",Horror,5.4,1992,Brett Leonard,"Jeff Fahey, Pierce Brosnan, Jenny Wright",tt0104692
The Wolf Man,"Upon his return to his father's estate, aristocrat Larry Talbot meets a beautiful woman, attends a mystical carnival and uncovers a horrifying curse.",12 Dec 1941,"Horror, Mystery, Romance",Horror,7.2,1941,George Waggner,"Claude Rains, Warren William, Ralph Bellamy",tt0034398
Tetsuo: The Iron Man,"A businessman accidentally kills The Metal Fetishist, who gets his revenge by slowly turning the man into a grotesque hybrid of flesh and rusty metal.",01 Jul 1989,"Horror, Sci-Fi",Horror,6.9,1989,Shin'ya Tsukamoto,"Tomorô Taguchi, Kei Fujiwara, Nobu Kanaoka",tt0096251
